FID,Name,Address,City,State,ZipCode1,ZipCode2,Suite,geom
Food_Establishments_Health.48,CVS/PHARMACY #1517,8640 GUILFORD RD,COLUMBIA,MD,21046,,,POINT (1350653.8848141388 547261.684932379)
Food_Establishments_Health.49,GLENWOOD MIDDLE SCHOOL,2680 RT 97,GLENWOOD,MD,21738,,,POINT (1305478.2631179811 593971.74420662)
Food_Establishments_Health.50,GUILFORD ELEMENTARY SCHOOL,7335 OAKLAND MILLS RD,COLUMBIA,MD,21046,,,POINT (1360600.364983649 547322.2663893051)
Food_Establishments_Health.51,HAMMOND MIDDLE SCHOOL,8100 ALADDIN DR,Laurel,MD,20723,,,POINT (1346655.5086570196 539660.6144044404)
Food_Establishments_Health.52,HAMMOND ELEMENTARY SCHOOL,8110 ALADDIN DR,LAUREL,MD,20723,,,POINT (1346825.8391301162 539546.1827635801)
Food_Establishments_Health.53,HARPER'S CHOICE MIDDLE SCHOOL,5450 BEAVERKILL RD,Columbia,MD,21044,,,POINT (1344079.4797494686 567416.2869259499)
Food_Establishments_Health.54,HOWARD HIGH SCHOOL,8700 OLD ANNAPOLIS RD,ELLICOTT CITY,MD,21043,,,POINT (1365391.568033583 568098.779474508)
Food_Establishments_Health.55,JEFFERS HILL ELEMENTARY SCHOOL,6001 TAMAR DR,COLUMBIA,MD,21045,,,POINT (1361560.8883731721 560435.3715053846)
Food_Establishments_Health.56,LISBON ELEMENTARY SCHOOL,15901 FREDERICK RD,Woodbine,MD,21797,,,POINT (1292793.3254969877 607167.0879188165)
Food_Establishments_Health.57,LONGFELLOW ELEMENTARY SCHOOL,5470 HESPERUS DR,COLUMBIA,MD,21044,,,POINT (1345890.1921842583 568118.095301354)
Food_Establishments_Health.58,MT. HEBRON HIGH SCHOOL,9440 OLD FREDERICK RD,ELLICOTT CITY,MD,21042,,,POINT (1357580.3647226836 594579.6074241824)
Food_Establishments_Health.59,NORTHFIELD ELEMENTARY SCHOOL,9125 NORTHFIELD RD,ELLICOTT CITY,MD,21042,,,POINT (1360389.646872602 578798.5768910118)
Food_Establishments_Health.60,OAKLAND MILLS HIGH SCHOOL,9410 KILIMANJARO RD,Columbia,MD,21045,,,POINT (1357881.2233590118 561565.3473758748)
Food_Establishments_Health.61,CRADLEROCK ELEMENTARY  SCHOOL,6700 CRADLEROCK WAY,Columbia,MD,21045,,,POINT (1356882.653643883 555563.9785076355)
Food_Establishments_Health.62,PATUXENT VALLEY MIDDLE SCHOOL,9151 VOLLMERHAUSEN RD,JESSUP,MD,20794,,,POINT (1360999.8514025093 539112.7473157179)
Food_Establishments_Health.63,PHELPS LUCK ELEMENTARY SCHOOL,5370 OLDSTONE CT,Columbia,MD,21045,,,POINT (1363860.3497599738 566522.4909382582)
Food_Establishments_Health.64,RUNNING BROOK ELEMENTARY SCHOOL,5215 WEST RUNNING BROOK RD,COLUMBIA,MD,21044,,,POINT (1352685.2659374417 568966.8210264049)
Food_Establishments_Health.65,ST. JOHN'S LANE ELEM. SCHOOL,2960 SAINT JOHNS LN,ELLICOTT CITY,MD,21042,,,POINT (1359416.2462651816 591462.1500368575)
Food_Establishments_Health.66,STEVENS FOREST ELEMENTARY SCHOOL,6045 STEVENS FOREST RD,COLUMBIA,MD,21045,,,POINT (1356243.76803775 560207.9715438796)
Food_Establishments_Health.67,SWANSFIELD ELEMENTARY SCHOOL,5610 CEDAR LN,COLUMBIA,MD,21044,,,POINT (1343862.323029473 564527.6928203455)
Food_Establishments_Health.68,TALBOTT SPRINGS ELEMENTARY SCHOOL,9550 BASKET RING RD,COLUMBIA,MD,21045,,,POINT (1356652.61970599 563234.703077837)
Food_Establishments_Health.69,THUNDER HILL ELEMENTARY SCHOOL,9357 MELLENBROOK RD,Columbia,MD,21045,,,POINT (1359206.1134822206 569009.2573126574)
Food_Establishments_Health.70,WATERLOO ELEMENTARY SCHOOL,5940 WATERLOO RD,Columbia,MD,21045,,,POINT (1369630.5140341476 561122.2540145896)
Food_Establishments_Health.71,WEST FRIENDSHIP ELEMENTARY SCHOOL,12500 FREDERICK RD,WEST FRIENDSHIP,MD,21794,,,POINT (1327637.3211428877 595481.012676995)
Food_Establishments_Health.72,LAUREL WOODS ELEMENTARY SCHOOL,9250 NORTH LAUREL RD,LAUREL,MD,20723,,,POINT (1357149.8559152526 528468.5560674071)
Food_Establishments_Health.73,WILDE LAKE MIDDLE SCHOOL,10481 CROSS FOX LN,COLUMBIA,MD,21044,,,POINT (1347299.662215929 565005.0278746759)
Food_Establishments_Health.74,WORTHINGTON ELEMENTARY SCHOOL,4570 ROUNDHILL RD,ELLICOTT CITY,MD,21043,,,POINT (1370297.2027243772 574824.1991854286)
Food_Establishments_Health.75,JESSUP BP  AMOCO,8810 WASHINGTON BLVD,JESSUP,MD,20794,,,POINT (1366173.5663568024 537994.4780069526)
Food_Establishments_Health.76,BOARMAN'S MEAT MARKET,13402 CLARKSVILLE PK,HIGHLAND,MD,20777,,BOX 280,POINT (1324214.6151585877 550840.6735157057)
Food_Establishments_Health.77,STONEHOUSE,8775 CLOUDLEAP CT,Columbia,MD,21045,,,POINT (1364498.6500380207 560935.8270191215)
Food_Establishments_Health.78,BOB EVANS FARMS INC #274,8325 BENSON DR,COLUMBIA,MD,21045,21045,,POINT (1368888.6106848358 553427.2383288092)
Food_Establishments_Health.79,HICKORY RIDGE MOBIL FOOD MART,6440 FREETOWN RD,COLUMBIA,MD,21044,,,POINT (1345834.000687979 556639.8115301484)
Food_Establishments_Health.80,TGI FRIDAYS #238,8330 BENSON DR,COLUMBIA,MD,21045,,,POINT (1368430.8841213945 553617.7626208809)
Food_Establishments_Health.81,HAWTHORN POOL SNACK BAR,6175 SUNNY SPRING,COLUMBIA,MD,21044,,,POINT (1345257.4525230306 561052.5999723268)
Food_Establishments_Health.82,BJ'S WHOLESALE CLUB #60,9011 SNOWDEN RIVER PKWY,COLUMBIA,MD,21045,,,POINT (1363874.9829621299 551735.0548314835)
Food_Establishments_Health.83,BERTUCCI'S,9081 SNOWDEN RIVER PKWY,COLUMBIA,MD,21045,,,POINT (1362619.746881184 551536.0432821612)
Food_Establishments_Health.84,CATTAIL CREEK COUNTRY CLUB,3600 CATTAIL CREEK DR,GLENWOOD,MD,21738,,,POINT (1299951.302663641 584826.8708512181)
Food_Establishments_Health.85,LARRILAND FARM,2415 RT 94,WOODBINE,MD,21797,,,POINT (1283054.6367980933 600255.533876471)
Food_Establishments_Health.86,GIANT FOOD STORE #136,9220 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1360122.7372652756 587132.4781829254)
Food_Establishments_Health.87,GIANT FOOD STORE #155,7200 CRADLEROCK WAY,COLUMBIA,MD,21045,,,POINT (1356830.8521082506 553467.0406386736)
Food_Establishments_Health.88,HIGH'S #89,13605 TRIADELPHIA RD,Glenelg,MD,21737,,,POINT (1316127.1369909819 581500.7440011479)
Food_Establishments_Health.89,RITE AID #314,9150 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1361195.9363114003 586944.2952031986)
Food_Establishments_Health.90,SAFEWAY #1281,10000 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1353230.7917138191 587578.4981846417)
Food_Establishments_Health.91,SYSCO'S DISCOUNT FOOD CENTER,7540 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.92,WEIS MARKETS #122,9270 ALL SAINTS RD,Laurel,MD,20707,,,POINT (1354309.8440408064 529528.2925675482)
Food_Establishments_Health.93,RUBY TUESDAY #3969,9071 SNOWDEN RIVER PKWY,COLUMBIA,MD,21046,,,POINT (1362495.0719988144 551373.0294101428)
Food_Establishments_Health.94,ROCKBURN ELEMENTARY SCHOOL,6145 MONTGOMERY RD,ELKRIDGE,MD,21075,,,POINT (1377887.4446827204 563969.5824901138)
Food_Establishments_Health.95,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LAB. LLC,11100 JOHNS HOPKINS RD,LAUREL,MD,20723,20723,STATION BR,POINT (1341138.791444189 545444.8265526838)
Food_Establishments_Health.96,WOCKENFUSS CANDIES,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.97,MOUNT VIEW MIDDLE SCHOOL,12101 WOODFORD DR,MARRIOTTSVILLE,MD,21104,,,POINT (1330198.7168482826 602486.8045412254)
Food_Establishments_Health.98,LONGWOOD SENIOR CENTER,6150 FORELAND GARTH,COLUMBIA,MD,21045,,,POINT (1363979.7566895674 560398.2031719083)
Food_Establishments_Health.99,SUSHI KING,6490 DOBBIN RD,COLUMBIA,MD,21045,,,POINT (1363224.976122358 555785.232524235)
Food_Establishments_Health.100,SNOWDEN RIVER SHELL,9101 SNOWDEN RIVER PKWY,COLUMBIA,MD,21046,,,POINT (1363204.7823033829 552217.9505026331)
Food_Establishments_Health.101,GENERAL NUTRITION CENTER #1628,9210 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1360097.8608216103 587450.6039977978)
Food_Establishments_Health.102,DUNKIN DONUTS,8455 BALTIMORE NATIONAL PK,Ellicott City,MD,21043,,,POINT (1367297.396282387 589330.6778108071)
Food_Establishments_Health.103,EL AZTECA INC,12210 CLARKSVILLE PK,CLARKSVILLE,MD,21029,,,POINT (1330141.9400239172 563125.5393897528)
Food_Establishments_Health.104,LEDO PIZZA,6955 OAKLAND MILLS RD SUITE H,COLUMBIA,MD,21045,,,POINT (1361232.5193167904 551144.7514565084)
Food_Establishments_Health.105,ELKRIDGE FURNACE INN,5745 FURNACE AVENUE,ELKRIDGE,MD,21075,,,POINT (1396509.0724184234 563378.6937870525)
Food_Establishments_Health.106,STAPLES THE OFFICE SUPERSTORE,9091 SNOWDEN RIVER PKWY,COLUMBIA,MD,21045,,,POINT (1362840.4155696973 551880.5088609146)
Food_Establishments_Health.107,HIGH'S #65,12780 FREDERICK RD,West Friendship,MD,21794,,,POINT (1325118.9470518315 596087.4125743416)
Food_Establishments_Health.108,LOCUST PARK POOL SNACK BAR,8995 LAMBSKIN LN,Columbia,MD,21045,,,POINT (1362551.2634950937 562610.1580098168)
Food_Establishments_Health.109,DORSEY SEARCH POOL SNACK BAR,4649 COLUMBIA RD,Ellicott City,MD,21043,,,POINT (1357866.5901568558 576727.3934578444)
Food_Establishments_Health.110,DICKINSON POOL SNACK BAR,7425 WEATHERWORN WAY,COLUMBIA,MD,21046,,,POINT (1348789.9075235012 546139.0256629669)
Food_Establishments_Health.111,CLEMENS CROSSING POOL SNACK BAR,6400 MARTIN RD,Columbia,MD,21044,,,POINT (1349104.521369856 556347.4401510705)
Food_Establishments_Health.112,CLARY'S FOREST POOL SNACK BAR,11615 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1341287.4647780943 560424.5429357891)
Food_Establishments_Health.113,MCDONALD'S #2610,702 LISBON CENTER DR,WOODBINE,MD,21797,,,POINT (1293105.598030998 613067.1950281359)
Food_Establishments_Health.114,STANLEY ZANDICK @ U.S.#1 FLEA MKT,7540 WASHINGTON BLVD,Elkridge,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.115,MERRIWEATHER POST TENT #4,10475 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351260.8700395718 561709.3380850903)
Food_Establishments_Health.116,MARSHALLS #530,9031 SNOWDEN RIVER PKWY,COLUMBIA,MD,21046,,,POINT (1363586.4162156126 551339.0803811408)
Food_Establishments_Health.117,KELSEY'S RESTAURANT INC,8480 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,21043,,POINT (1366475.8883133463 590080.4830892831)
Food_Establishments_Health.118,MANOR WOODS ELEMENTARY SCHOOL,11575 FREDERICK RD,ELLICOTT CITY,MD,21042,,,POINT (1336731.5636188297 591238.8473719561)
Food_Establishments_Health.119,RIVER HILL HIGH SCHOOL,12101 CLARKSVILLE PK,Clarksville,MD,21029,,,POINT (1332510.4701248955 563958.168592432)
Food_Establishments_Health.120,MCDONALD'S,8305 BENSON DR,COLUMBIA,MD,21045,,,POINT (1369401.3580883837 553743.900823466)
Food_Establishments_Health.121,ELKRIDGE VOLUNTEER FIRE DEPT.,6275 OLD WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1390300.2047436112 560691.1598790723)
Food_Establishments_Health.122,MARYLAND SCHOOL FOR THE DEAF,8169 OLD MONTGOMERY RD,COLUMBIA,MD,21044,21044,PO BOX 894,POINT (1370488.3123445353 561119.9127022446)
Food_Establishments_Health.123,EAST COLUMBIA 50 CENTER,6600 CRADLEROCK WAY,COLUMBIA,MD,21045,,,POINT (1355755.897077867 555074.6442275372)
Food_Establishments_Health.124,MERRIWEATHER PT. PAV.-#6,10475 LITTLE PATUXENT PKWY,Columbia,MD,21044,,,POINT (1351260.8700395718 561709.3380850903)
Food_Establishments_Health.125,PIZZA BOLI'S,10451 TWIN RIVERS RD,COLUMBIA,MD,21044,,,POINT (1347846.358648479 565651.2300818871)
Food_Establishments_Health.126,FRANKS DINER,7395 CEDAR AVE,Jessup,MD,20794,,,POINT (1371917.390867095 546830.5907968618)
Food_Establishments_Health.127,WATERLOO EXXON,7930 WASHINGTON BLVD,JESSUP,MD,20794,,,POINT (1372768.4579044909 547990.4183997503)
Food_Establishments_Health.128,UNITED METHODIST CHURCH OF SAVAGE,9050 BALTIMORE ST,SAVAGE,MD,20763,,,POINT (1361675.6126780757 535913.9293244054)
Food_Establishments_Health.129,CHAPLEGATE PRESBYTERIAN CHURCH,2600 MARRIOTTSVILLE RD,MARRIOTTSVILLE,MD,21104,,,POINT (1339310.5191668118 594886.02667733)
Food_Establishments_Health.130,HARPERS FARM CAR CARE,5485 HARPERS FARM RD,COLUMBIA,MD,21044,,,POINT (1343555.903776325 566670.5789440775)
Food_Establishments_Health.131,BURGER KING  9129,7106 MINSTREL WAY,COLUMBIA,MD,21045,,,POINT (1356731.6389976325 550385.8735926957)
Food_Establishments_Health.132,LEELYNN'S DINING ROOM AND LOUNGE,9495 OLD ANNAPOLIS RD,ELLICOTT CITY,MD,21042,,,POINT (1357637.7268751352 573232.9847829797)
Food_Establishments_Health.133,ELKRIDGE LANDING MIDDLE SCHOOL,7085 MONTGOMERY RD,ELKRIDGE,MD,21075,,,POINT (1389147.1084137144 563041.8374734202)
Food_Establishments_Health.134,ELKRIDGE SENIOR CENTER,6540 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1387123.629219576 559231.644296028)
Food_Establishments_Health.135,C. PETERSON ACTIVITY CENTER,5042 ILCHESTER RD,ELLICOTT CITY,MD,21043,,,POINT (1375820.943874243 570376.8763861619)
Food_Establishments_Health.136,APNA BAZAR,10119 WASHINGTON BLVD,LAUREL,MD,20707,,C,POINT (1357830.885143595 524524.3227582654)
Food_Establishments_Health.137,FAST WOK,9150 BALTIMORE NATIONAL PK,Ellicott City,MD,21042,,5,POINT (1361195.9363114003 586944.2952031986)
Food_Establishments_Health.138,THE MEETING HOUSE,5885 ROBERT OLIVER PL,COLUMBIA,MD,21045,,,POINT (1356086.0221185077 561850.1094898315)
Food_Establishments_Health.139,PIZZA HUT,7106 MINSTREL WAY,COLUMBIA,MD,21045,,UNIT #6,POINT (1356731.6389976325 550385.8735926957)
Food_Establishments_Health.140,CVS/PHARMACY #2043,3300 CENTENNIAL LN,ELLICOTT CITY,MD,21042,,A,POINT (1351505.829843664 587155.891306375)
Food_Establishments_Health.141,JOES PLACE,7130 MINSTREL WAY,COLUMBIA,MD,21045,,,POINT (1355829.6484167336 551046.1236739766)
Food_Establishments_Health.142,CIRCLE D TENNIS CLUB,15535 CARRS MILL RD,WOODBINE,MD,21797,,,POINT (1298248.29059672 598681.00132448)
Food_Establishments_Health.143,MCDONALD'S #2978,9261 ALL SAINTS RD,LAUREL,MD,20723,,,POINT (1354715.769068615 529072.6146524089)
Food_Establishments_Health.144,HIGH'S #12,2465 RT 97,GLENWOOD,MD,21738,,,POINT (1306722.3779652885 596025.9531252863)
Food_Establishments_Health.145,SYMPHONY WOODS LOBBY SHOP,5950 SYMPHONY WOODS RD,COLUMBIA,MD,21044,,,POINT (1352535.1292833206 561344.9713514047)
Food_Establishments_Health.146,LA FIESTA RESTAURANT,8825 CENTRE PARK DR,COLUMBIA,MD,21045,,,POINT (1364566.2554319818 568574.0658805365)
Food_Establishments_Health.147,CHINA VILLAGE,4882 MONTGOMERY RD,ELLICOTT CITY,MD,21043,,,POINT (1369130.0585204107 571815.9054861878)
Food_Establishments_Health.148,TIMBERS AT TROY GOLF CLUB,6100 MARSHALEE DR,ELKRIDGE,MD,21075,,,POINT (1377212.8540633265 559557.0867119784)
Food_Establishments_Health.149,ST.  AUGUSTINE HALL,5990 OLD WASHINGTON RD,Elkridge,MD,21075,,,POINT (1392728.7309734293 562654.3502803281)
Food_Establishments_Health.150,HUNAN LEGEND,4725 DORSEY HALL DR,Ellicott City,MD,21042,,,POINT (1356993.865980269 573988.0580142319)
Food_Establishments_Health.151,7-ELEVEN,5740 COLUMBIA RD,COLUMBIA,MD,21044,,,POINT (1352977.3446524765 568661.2797653865)
Food_Establishments_Health.152,BARE BONES,9150 BALTIMORE NATIONAL PK,Ellicott City,MD,21043,,,POINT (1361195.9363114003 586944.2952031986)
Food_Establishments_Health.153,STATION HOUSE - LEDO PIZZA,11845 SCAGGSVILLE RD,Fulton,MD,20759,,,POINT (1333766.5841979708 541036.7207351953)
Food_Establishments_Health.154,BOLLMAN BRIDGE ELEMENTARY SCHOOL,8200 SAVAGE GUILFORD RD,JESSUP,MD,20794,,,POINT (1361103.161809731 538799.5967895784)
Food_Establishments_Health.155,CALVARY LUTHERAN CHURCH,16151 OLD FREDERICK RD,MT. AIRY,MD,21771,21771,,POINT (1290893.3505290463 612785.3595546103)
Food_Establishments_Health.156,PIZZA HUT,9160 RT 108,COLUMBIA,MD,21045,,,POINT (1360623.1927790125 571214.4808775742)
Food_Establishments_Health.157,ALEXANDRA'S,2700 TURF VALLEY RD,Ellicott City,MD,21042,,,POINT (1344805.5792404518 593490.604519729)
Food_Establishments_Health.158,PIZZA HUT,706 LISBON CENTER DR,WOODBINE,MD,21797,,,POINT (1293037.9926370368 612693.7557091134)
Food_Establishments_Health.159,PIZZA HUT,9155 MAIER RD,LAUREL,MD,20707,,,POINT (1361730.0481900962 529855.4909677575)
Food_Establishments_Health.160,ICE KREME MILL LTD PORK HOUSE,2210 FAIRGROUNDS RD,WEST FRIENDSHIP,MD,21794,21794,,POINT (1321511.277392279 598764.4105767695)
Food_Establishments_Health.161,HONEYBAKED HAM & CAFE CO.,4725 DORSEY HALL DR,ELLICOTT CITY,MD,21043,,,POINT (1356993.865980269 573988.0580142319)
Food_Establishments_Health.162,WINTER GROWTH INC.,5460 RUTH KEETON WAY,COLUMBIA,MD,21044,,,POINT (1344243.6642776595 567044.8962552293)
Food_Establishments_Health.163,GLENELG COUNTRY SCHOOL,12793 FOLLY QUARTER RD,Ellicott City,MD,21042,,,POINT (1323151.074025886 577279.6505072138)
Food_Establishments_Health.164,JENNY CRAIG WEIGHT LOSS CTR,5570 STERRETT PL,COLUMBIA,MD,21044,,,POINT (1352604.7833255834 566018.816120047)
Food_Establishments_Health.165,DOMINO'S PIZZA  #4688,9400 SNOWDEN RIVER PKWY,COLUMBIA,MD,21045,,STE 123,POINT (1358484.6966159274 549984.0458614905)
Food_Establishments_Health.166,WATERLOO PIZZA,6590 OLD WATERLOO RD,Elkridge,MD,21075,,,POINT (1371129.8319270564 554543.1663252295)
Food_Establishments_Health.167,SUBWAY,6240 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1390222.9414362274 561978.5890047617)
Food_Establishments_Health.168,CHINA DRAGON,8610 WASHINGTON BLVD,JESSUP,MD,20794,,STE #105,POINT (1366534.1284579274 539137.3310953401)
Food_Establishments_Health.169,ARIRANG HILL CARRY OUT,10750 HICKORY RIDGE RD #101,COLUMBIA,MD,21044,,,POINT (1345044.3930996386 562629.4738366627)
Food_Establishments_Health.170,COLUMBIA VANTAGE HOUSE (Main Kitchen),5400 VANTAGE POINT RD,COLUMBIA,MD,21044,,,POINT (1353299.8604279957 566990.1680791656)
Food_Establishments_Health.171,FRANKS SEAFOOD,7901 OCEANO AVE,JESSUP,MD,20794,,B,POINT (1373812.6832103466 542706.6617652437)
Food_Establishments_Health.172,DEEP RUN ELEMENTARY SCHOOL,6925 OLD WATERLOO RD,ELKRIDGE,MD,21075,,,POINT (1372807.0895581827 552907.7596522693)
Food_Establishments_Health.173,WAVERLY ELEMENTARY SCHOOL,10220 WETHERBURN RD,ELLICOTT CITY,MD,21042,,,POINT (1349495.2278674226 596714.59161875)
Food_Establishments_Health.174,TERSIGUEL'S INC,8293 MAIN ST,ELLICOTT CITY,MD,21043,21043,,POINT (1369096.1094914086 583144.6379313585)
Food_Establishments_Health.175,GIANT FOOD STORE #143,4715 DORSEY HALL DR,ELLICOTT CITY,MD,21043,,,POINT (1356832.0227644232 574263.4548788087)
Food_Establishments_Health.176,RITE AID #2253,7270 MONTGOMERY RD,Elkridge,MD,21075,,,POINT (1388962.144738462 561215.3211803021)
Food_Establishments_Health.177,PIZZA HUT,7260 MONTGOMERY RD,ELKRIDGE,MD,21075,,,POINT (1389066.0404737701 561380.9690287085)
Food_Establishments_Health.178,HISTORIC OAKLAND,5430 VANTAGE POINT RD,COLUMBIA,MD,21044,,,POINT (1353208.549246542 566566.3905447264)
Food_Establishments_Health.179,COLUMBIA VANTAGE HOUSE CONV.,5400 VANTAGE POINT RD,COLUMBIA,MD,21044,,,POINT (1353299.8604279957 566990.1680791656)
Food_Establishments_Health.180,COLUMBIA COURTYARD HOTEL,8910 STANFORD BLVD,COLUMBIA,MD,21045,,,POINT (1364657.5666134355 556191.4502160869)
Food_Establishments_Health.181,WILLOW SPRINGS GOLF COURSE,12980 LIVESTOCK RD,W. FRIENDSHIP,MD,21794,21794,PO BOX 55,POINT (1322681.0555726336 600035.1578520009)
Food_Establishments_Health.182,SUPREME SPORTS CLUB,7080 DEEPAGE DR,COLUMBIA,MD,21045,,,POINT (1358102.4773756114 549975.5586042401)
Food_Establishments_Health.183,MAYFIELD WOODS MIDDLE SCHOOL,7950 RED BARN WAY,ELKRIDGE,MD,21075,,,POINT (1372836.3559624949 557618.480090345)
Food_Establishments_Health.184,HOWARD COUNTY YOUTH PROGRAM INC.,3300 NORBERTS WAY,ELLICOTT CITY,MD,21042,,,POINT (1347699.7339628753 587620.6418068511)
Food_Establishments_Health.185,PATUXENT INSTITUTION WOMENS,7555 WATERLOO RD,JESSUP,MD,20794,,,POINT (1375344.4868120418 545705.5902151046)
Food_Establishments_Health.186,BURLEIGH MANOR MIDDLE SCHOOL,4200 CENTENNIAL LN,ELLICOTT CITY,MD,21042,,,POINT (1349856.667960677 578560.9336879975)
Food_Establishments_Health.187,BAUGHER'S PRODUCE & SNOWBALLS,4775 BAUGHER FARM RD,ELLICOTT CITY,MD,21043,,,POINT (1369068.5990713553 572964.3191913946)
Food_Establishments_Health.188,HIGH'S #40,3095 ROGERS AVE,Ellicott City,MD,21043,,,POINT (1366365.5539690896 590244.6676174741)
Food_Establishments_Health.189,TODAY'S CATCH INC,10451 TWIN RIVERS RD,COLUMBIA,MD,21044,21044,,POINT (1347846.358648479 565651.2300818871)
Food_Establishments_Health.190,GIANT FOOD STORE #111,6480 FREETOWN RD,COLUMBIA,MD,21044,,,POINT (1345235.5027197965 556454.8478548959)
Food_Establishments_Health.191,MCDONALD'S,5485 HARPERS FARM RD,COLUMBIA,MD,21044,,,POINT (1343555.903776325 566670.5789440775)
Food_Establishments_Health.192,DOMINO'S PIZZA L.L.C.#6076,6470 FREETOWN RD,Columbia,MD,21044,,,POINT (1345339.6911191477 556329.5876444401)
Food_Establishments_Health.193,CLYDES OF COLUMBIA,10221 WINCOPIN CIR,COLUMBIA,MD,21044,,,POINT (1353116.945401045 564174.4473202985)
Food_Establishments_Health.194,MANDARIN HOUSE RESTAURANT,9105 ALL SAINTS ROAD,LAUREL,MD,20723,,C,POINT (1356059.3896905836 529943.2901806938)
Food_Establishments_Health.195,OLIVE GARDEN ITALIAN RESTAURANT #1261,8315 BENSON DR,Columbia,MD,21045,,,POINT (1369157.861604507 553410.5564783512)
Food_Establishments_Health.196,TOMATO PALACE,10221 WINCOPIN CIR,Columbia,MD,21044,,,POINT (1353116.945401045 564174.4473202985)
Food_Establishments_Health.197,NORTH ST JOHNS LANE SWIM  & TENNIS CLUB,9200 MARYDELL RD,Ellicott City,MD,21043,,,POINT (1360636.9479890391 592629.8795689102)
Food_Establishments_Health.198,PIZZA HUT,12268 CLARKSVILLE PK,CLARKSVILLE,MD,21029,,,POINT (1329387.4521207514 562213.5982313878)
Food_Establishments_Health.199,RETREAT & CONF CTR. @ BON SECOURS,1525 MARRIOTTSVILLE RD,MARRIOTTSVILLE,MD,21104,,,POINT (1341593.5913671989 605677.1352752876)
Food_Establishments_Health.200,FOREST RIDGE ELEMENTARY SCHOOL,9550 GORMAN RD,Laurel,MD,20723,,,POINT (1357724.355431899 534826.9750682539)
Food_Establishments_Health.201,OAKLAND MILLS MIDDLE SCHOOL,9540 KILIMANJARO RD,Columbia,MD,21045,,,POINT (1356659.936307068 561185.4694479037)
Food_Establishments_Health.202,PATAPSCO MIDDLE SCHOOL,8885 OLD FREDERICK RD,ELLICOTT CITY,MD,21043,,,POINT (1364085.1157450909 594172.8044042441)
Food_Establishments_Health.203,POINTERS RUN ELEMENTARY SCHOOL,6600 SOUTH TROTTER RD,CLARKSVILLE,MD,21029,,,POINT (1333199.4012824022 555111.5198969705)
Food_Establishments_Health.204,LINWOOD CENTER,3421 MARTHA BUSH DR,ELLICOTT CITY,MD,21043,,,POINT (1368582.4840957313 586382.6729044493)
Food_Establishments_Health.205,CLIFTON T. PERKINS HOSPITAL,8450 DORSEY RUN RD,JESSUP,MD,20794,,,POINT (1370382.6606249686 536543.4496811586)
Food_Establishments_Health.206,HOWARD COUNTY DETENTION CENTER,7301 WATERLOO RD,JESSUP,MD,20794,,BOX 250,POINT (1374189.6344978865 547292.1219928636)
Food_Establishments_Health.207,PATUXENT INSTITUTION,7555 WATERLOO RD,JESSUP,MD,20794,,,POINT (1375344.4868120418 545705.5902151046)
Food_Establishments_Health.208,HARMONY HALL,6336 CEDAR LN,Columbia,MD,21044,,,POINT (1344179.8635162592 557390.7874647968)
Food_Establishments_Health.209,LORIEN NURSING AND REHABILITATION,6334 CEDAR LN,COLUMBIA,MD,21044,,,POINT (1344866.746025464 557567.5565468419)
Food_Establishments_Health.210,MEALS ON WHEELS OF CENTRAL MD,5470 RUTH KEETON WAY,COLUMBIA,MD,21044,,,POINT (1344003.6797623003 566976.705533182)
Food_Establishments_Health.211,HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LN,COLUMBIA,MD,21044,,,POINT (1344671.5391087024 563652.6273314138)
Food_Establishments_Health.212,LONG REACH HIGH SCHOOL,6101 OLD DOBBIN LN,COLUMBIA,MD,21045,,,POINT (1365833.7834027389 560609.7992750847)
Food_Establishments_Health.213,GREAT ROOM AT SAVAGE MILL,8600 FOUNDRY ST,SAVAGE,MD,20763,,,POINT (1361596.0080583468 535040.6198197323)
Food_Establishments_Health.214,WILDE LAKE HIGH SCHOOL,5460 TRUMPETER RD,COLUMBIA,MD,21044,,,POINT (1348330.1323117581 564770.0186480497)
Food_Establishments_Health.215,ILCHESTER ELEMENTARY SCHOOL,4981 ILCHESTER RD,ELLICOTT CITY,MD,21043,,,POINT (1376378.1762123452 569838.9598749054)
