FID,Name,Address,City,State,ZipCode1,ZipCode2,Suite,geom
Food_Establishments_Health.389,BOARDROOM CAFÉ   SALAZAR SERV. BD OF ED,10910 RT 108,ELLICOTT CITY,MD,21042,,,POINT (1343581.3655480766 571427.8329650094)
Food_Establishments_Health.390,GLENWOOD LIONS SNACK BAR,2210 FAIRGROUNDS RD,WEST FRIENDSHIP,MD,21794,,,POINT (1321511.277392279 598764.4105767695)
Food_Establishments_Health.391,MCDONALD'S,9303 BALTIMORE NATIONAL PK,Ellicott City,MD,21043,,,POINT (1359708.3249802163 586510.2744272501)
Food_Establishments_Health.392,BEAN HOLLOW LLC,8059 MAIN ST,Ellicott City,MD,21043,,,POINT (1370201.5015822765 583092.543731683)
Food_Establishments_Health.393,SHEPPARD PRATT AT ELLICOTT CITY,4100 COLLEGE AVENUE,ELLICOTT CITY,MD,21043,,,POINT (1370984.9632257116 579582.6238625329)
Food_Establishments_Health.394,ISLAND LIQUORS,10055 WASHINGTON BLVD,LAUREL,MD,20723,,,POINT (1358434.6510645538 525392.0716461191)
Food_Establishments_Health.395,MCDONALD'S #4519,8211 SNOWDEN RIVER PKWY,Columbia,MD,21045,,,POINT (1369108.4013812197 561965.126458778)
Food_Establishments_Health.396,HOUSE OF INDIA,9350 SNOWDEN RIVER PKWY,COLUMBIA,MD,21045,,F2,POINT (1358844.9660530093 549950.9748246178)
Food_Establishments_Health.397,SOCCER DOME,7330 MONTEVIDEO RD,JESSUP,MD,20794,,,POINT (1376137.3137048567 547146.0826353462)
Food_Establishments_Health.398,THE CANOPY,9319 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1359578.0894810273 586547.7354247696)
Food_Establishments_Health.399,SHORT STOP NEWS,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.400,JAE'S DELI,7085 SAMUEL MORSE DR#300,COLUMBIA,MD,21046,,,POINT (1366063.817340632 546698.306649371)
Food_Establishments_Health.401,OUTBACK STEAKHOUSE,4420 LONG GATE PKWY,ELLICOTT CITY,MD,21043,,,POINT (1364833.7503673944 577016.8381964911)
Food_Establishments_Health.402,VOLLEYBALL HOUSE,5635 FURNACE AVE,ELKRIDGE,MD,21075,,,POINT (1395465.1397766108 564233.5654570089)
Food_Establishments_Health.403,LONGHORN STEAKHOUSE #5183,8650 SNOWDEN RIVER PKWY,COLUMBIA,MD,21045,,,POINT (1366350.6281028904 557269.3318869016)
Food_Establishments_Health.404,BANGKOK DELIGHT RESTAURANT,8825 CENTRE PARK DR,COLUMBIA,MD,21045,,,POINT (1364566.2554319818 568574.0658805365)
Food_Establishments_Health.405,CENTENNIAL CUE & KARAOKE,10045 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1352141.7888093658 586856.7886543054)
Food_Establishments_Health.406,BAIN CENTER,5470 RUTH KEETON WAY,COLUMBIA,MD,21044,,,POINT (1344003.6797623003 566976.705533182)
Food_Establishments_Health.407,PEPPERJACK SUBS & SANDWICHES,10919 SCAGGSVILLE RD,LAUREL,MD,20723,,,POINT (1343283.4335521795 537752.1521792484)
Food_Establishments_Health.408,VANTAGE HOUSE (Cafe),5400 VANTAGE POINT RD,COLUMBIA,MD,21044,,,POINT (1353299.8604279957 566990.1680791656)
Food_Establishments_Health.409,PASTA BLITZ,6010 UNIVERSITY BLVD,ELLICOTT CITY,MD,21043,,,POINT (1369807.8684442788 561843.3782168397)
Food_Establishments_Health.410,SAKURA JAPANESE STEAK HOUSE,10040 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1352715.7029979262 588049.3946300234)
Food_Establishments_Health.411,RED ROBIN OF HOWARD COUNTY  INC.,8640 SNOWDEN RIVER PKWY,COLUMBIA,MD,21045,,,POINT (1366397.4543497898 557377.6175828563)
Food_Establishments_Health.412,ST. JOHNS PARISH DAY SCHOOL,9130 FREDERICK RD,ELLICOTT CITY,MD,21042,,,POINT (1360626.1194194437 585470.4390820411)
Food_Establishments_Health.413,T-BONZ STEAK HOUSE,4910 WATERLOO RD,ELLICOTT CITY,MD,21043,,,POINT (1369220.7843737782 571714.3510632248)
Food_Establishments_Health.414,PANDA KITCHEN,6030 DAYBREAK CIR,CLARKSVILLE,MD,21029,,STE 350,POINT (1330669.0279655783 562295.5441634617)
Food_Establishments_Health.415,ELKRIDGE BP,5816 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1394429.9870560917 564653.8310229307)
Food_Establishments_Health.416,HILTON GARDEN INN,8241 SNOWDEN RIVER PKWY,COLUMBIA,MD,21045,,,POINT (1368780.9103169672 561599.5890689199)
Food_Establishments_Health.417,IRON BRIDGE WINE CO,10435 CLARKSVILLE PK,COLUMBIA,MD,21044,,,POINT (1348184.6782823268 571401.7858651716)
Food_Establishments_Health.418,ARBY'S,7410 ASSATEAGUE DR,JESSUP,MD,20794,,,POINT (1372616.5652661112 547081.9892099027)
Food_Establishments_Health.419,BELLOWS SPRING ELEM. SCHOOL,8125 OLD STOCKBRIDGE RD,ELLICOTT CITY,MD,21043,,,POINT (1372825.2347288565 559999.5947451774)
Food_Establishments_Health.420,FOLLY QUARTER MIDDLE SCHOOL,13500 TRIADELPHIA RD,ELLICOTT CITY,MD,21042,,,POINT (1316923.4758523141 582544.9693070037)
Food_Establishments_Health.421,SUBWAY,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.422,GIANT FOOD STORE #300,8805 CENTRE PARK DR,COLUMBIA,MD,21045,,,POINT (1364122.2840785673 568610.0635578404)
Food_Establishments_Health.423,HOMEWOOD SUITES COLUMBIA,8320 BENSON DR,Columbia,MD,21045,,,POINT (1368883.0500680164 553805.9456006077)
Food_Establishments_Health.424,MARS SUPER MARKETS INC #19,9150 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,21042,,POINT (1361195.9363114003 586944.2952031986)
Food_Establishments_Health.425,SEE'S CANDIES,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.426,7-ELEVEN,10930 GUILFORD RD,ANNAPOLIS JUNCTION,MD,20701,,,POINT (1370886.3354431798 532717.7453094809)
Food_Establishments_Health.427,VFW,4225 VFW LN,ELLICOTT CITY,MD,21043,,,POINT (1364799.216010306 578567.6649609893)
Food_Establishments_Health.428,AMC THEATRES COLUMBIA MALL 14,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.429,WAL-MART STORE #5228,6405 DOBBIN RD,COLUMBIA,MD,21045,,,POINT (1363371.0154798755 556922.5249958033)
Food_Establishments_Health.430,PANERA BREAD,6435 DOBBIN RD,Columbia,MD,21045,,STE 6,POINT (1363551.5891944813 556604.6918449738)
Food_Establishments_Health.431,ST. MICHAELS CATHOLIC CHURCH,1125 SAINT MICHAELS RD,MT. AIRY,MD,21771,,,POINT (1282486.2832263524 609218.0775330085)
Food_Establishments_Health.432,CHICK FIL A,6375 DOBBIN RD,COLUMBIA,MD,21045,,,POINT (1363765.2339459595 557569.6051951437)
Food_Establishments_Health.433,CHIPOTLE MEXICAN GRILL #429,6181 OLD DOBBIN LN,COLUMBIA,MD,21045,,,POINT (1365640.3324702359 558656.5594512952)
Food_Establishments_Health.434,THE MELTING POT,10451 TWIN RIVERS RD #124,COLUMBIA,MD,21044,,,POINT (1347846.358648479 565651.2300818871)
Food_Establishments_Health.435,UNO CHICAGO GRILL,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.436,THREE BROTHERS ITALIAN RESTAURANT,7090 DEEPAGE DR,Columbia,MD,21045,,,POINT (1357860.1515479072 549770.6937740553)
Food_Establishments_Health.437,GREAT SAGE,5809 CLARKSVILLE SQ DR,Clarksville,MD,21029,,,POINT (1329584.1223577287 563188.754823067)
Food_Establishments_Health.438,NOODLES CORNER,8865 STANFORD BLVD #103,Columbia,MD,21045,,,POINT (1363852.1551667666 555168.296721336)
Food_Establishments_Health.439,NOODLES & COMPANY,6191 OLD DOBBIN LN,Columbia,MD,21045,,STE 930,POINT (1365450.6861702935 558282.5348041866)
Food_Establishments_Health.440,PINE ORCHARD LIQUOR,10281 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1349911.981464827 587480.7483942393)
Food_Establishments_Health.441,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LAB. LLC CAFETERIA 17,11100 JOHNS HOPKINS RD,LAUREL.,MD,20723,20723,,POINT (1341138.791444189 545444.8265526838)
Food_Establishments_Health.442,RITA'S ITALIAN ICE,9095 FREDERICK RD,ELLICOTT CITY,MD,21043,,,POINT (1361467.2358793735 584429.1404166167)
Food_Establishments_Health.443,TEMPLE ISAIAH,12200 SCAGGSVILLE RD,FULTON,MD,20759,,,POINT (1330247.2990794408 545800.9986931621)
Food_Establishments_Health.444,ST. PAULS LUTHERAN CHURCH,11795 SCAGGSVILLE RD,FULTON,MD,20759,,,POINT (1334335.2304337549 540445.832032134)
Food_Establishments_Health.445,SUBWAY,4725 DORSEY HALL DR,ELLICOTT CITY,MD,21042,,E,POINT (1356993.865980269 573988.0580142319)
Food_Establishments_Health.446,DUNKIN DONUTS,12210 CLARKSVILLE PK,CLARKSVILLE,MD,21029,,,POINT (1330141.9400239172 563125.5393897528)
Food_Establishments_Health.447,THAI AROMA RESTAURANT,8815 BALTIMORE NATIONAL PK,Ellicott City,MD,21043,,,POINT (1364209.4979634173 586801.7678141986)
Food_Establishments_Health.448,TUESDAY MORNING #96,8492 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1366413.8435362047 589731.0422217967)
Food_Establishments_Health.449,SMOKEYS N UNCLE GRUBER,7300 ROOSEVELT BLVD,ELKRIDGE,MD,21075,,,POINT (1378901.2329280914 552949.0252823494)
Food_Establishments_Health.450,RAINPIA CAFÉ,10194 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1350757.1952213605 587818.7753640441)
Food_Establishments_Health.451,KELLYS LIQUORS,4882 MONTGOMERY ROAD,ELLICOTT CITY,MD,21043,,,POINT (1369130.0585204107 571815.9054861878)
Food_Establishments_Health.452,CASPIAN SUPERMARKET INC.,9191 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1360762.5008635381 586373.8929831557)
Food_Establishments_Health.453,BLUE SKY CAFÉ LLC,9065 FREDERICK RD,Ellicott City,MD,21042,,STE D,POINT (1361584.594160665 584386.411466321)
Food_Establishments_Health.454,PHILLYS BEST PIZZA & SUBS,6501 HUNTSHIRE DR,ELKRIDGE,MD,21075,,,POINT (1376535.3368035012 555837.6193879537)
Food_Establishments_Health.455,FOOD LION #2598,5896 ROBERT OLIVER PL,COLUMBIA,MD,21045,,,POINT (1356237.9147568874 562289.9835466424)
Food_Establishments_Health.456,HICKORY FARMS #11283,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.457,THE CAKE LADY'S PLACE INC,10070 WASHINGTON BLVD,LAUREL.,MD,20723,20723,,POINT (1358044.5298950733 525332.9535094087)
Food_Establishments_Health.458,ROMAS BREAKFAST & PIZZERIA,10400 SHAKER DR,COLUMBIA,MD,21046,,UNIT 2,POINT (1348888.535306033 552797.4253080128)
Food_Establishments_Health.459,TEAVANA,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,UNIT 1315,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.460,BRIGHTON GARDENS,7110 MINSTREL WAY,COLUMBIA,MD,21045,,,POINT (1356456.8274611419 550548.8874647141)
Food_Establishments_Health.461,HOWARD COUNTY FOOD BANK,8920 RTE 108,COLUMBIA,MD,21045,,A,POINT (1362885.1931682946 568793.2712488341)
Food_Establishments_Health.462,EXTENDED STAY DELUXE #9817,8890 STANFORD BLVD,COLUMBIA,MD,21045,,,POINT (1364603.131101415 555543.492024617)
Food_Establishments_Health.463,OUR LADY OF PERPETUAL HELP,4801 ILCHESTER RD,ELLICOTT CITY,MD,21043,,,POINT (1377905.5898533938 572494.3007381422)
Food_Establishments_Health.464,7-ELEVEN,9651 WASHINGTON BLVD,LAUREL,MD,20723,,,POINT (1361511.720813928 529561.656268464)
Food_Establishments_Health.465,LONG REACH EXXON,6000 FORELAND GARTH,COLUMBIA,MD,21045,,,POINT (1364877.3573098194 561093.2802743206)
Food_Establishments_Health.466,HICKORY RIDGE GRILL,6420 FREETOWN RD,Columbia,MD,21044,,,POINT (1345362.5189145112 556584.7906900416)
Food_Establishments_Health.467,SUBWAY,8640 GUILFORD RD,COLUMBIA,MD,21046,,,POINT (1350653.8848141388 547261.684932379)
Food_Establishments_Health.468,THE COLUMBIA INN AT PERALYNNA,10605 CLARKSVILLE PK,COLUMBIA,MD,21044,,,POINT (1346555.1248902292 571176.4345519685)
Food_Establishments_Health.469,SHIN CHON GARDEN,8801 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,STE 25,POINT (1363947.270980781 586658.6550971124)
Food_Establishments_Health.470,IKKYU JAPANESE RESTAURANT,8801 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1363947.270980781 586658.6550971124)
Food_Establishments_Health.471,COLUMBIA ACADEMY,10350 OLD COLUMBIA RD,COLUMBIA,MD,21046,,,POINT (1348454.2218660414 550823.4063371615)
Food_Establishments_Health.472,COLUMBIA LIBERTY,6425 DOBBIN RD,COLUMBIA,MD,21045,,,POINT (1362876.120582958 557326.9867033964)
Food_Establishments_Health.473,DUNKIN DONUTS/BASKIN ROBBINS,8305 ICE CRYSTAL DR,LAUREL,MD,20723,,STE 101,POINT (1341331.6570486056 537971.0648835029)
Food_Establishments_Health.474,SUBWAY,8305 ICE CRYSTAL DR,LAUREL,MD,20723,,STE 103,POINT (1341331.6570486056 537971.0648835029)
Food_Establishments_Health.475,FOOD LION #2611,705 LISBON CENTER DR,WOODBINE,MD,21797,,,POINT (1293511.5230588065 613304.2529030639)
Food_Establishments_Health.476,MAD CITY @ HO. CO.GEN.HOSPITAL,5755 CEDAR LN,Columbia,MD,21046,,,POINT (1344671.5391087024 563652.6273314138)
Food_Establishments_Health.477,BAGEL BIN & DELI,10040 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1352715.7029979262 588049.3946300234)
Food_Establishments_Health.478,CATTAIL CREEK SNACK BAR,3600 CATTAIL CREEK DR,Glenwood,MD,21738,,,POINT (1299951.302663641 584826.8708512181)
Food_Establishments_Health.479,CACAO LANE,8066 MAIN STREET,Ellicott City,MD,21043,,,POINT (1370106.093104219 583134.9800179356)
Food_Establishments_Health.480,HUNAN CHINA,8305 ICE CRYSTAL DR,LAUREL,MD,20723,,STE 102,POINT (1341331.6570486056 537971.0648835029)
Food_Establishments_Health.481,PEKING CHINESE RESTAURANT,7060 OAKLAND MILLS RD,COLUMBIA,MD,21046,,A,POINT (1360648.9472148072 549673.8219757823)
Food_Establishments_Health.482,GRACE EPISCOPAL CHURCH CHILD CARE CENTER,6725 MONTGOMERY RD,ELKRIDGE,MD,21075,,,POINT (1383654.6823164627 562909.8459899727)
Food_Establishments_Health.483,VENICE PIZZA,6305 WASHINGTON BLVD,ELKRIDGE,MD,21075,,B,POINT (1389646.100607236 560962.7521110886)
Food_Establishments_Health.484,2 GO CONVENIENCE & DELI,9016 WASHINGTON BLVD,SAVAGE,MD,20763,,,POINT (1364637.0801304171 535239.6313690546)
Food_Establishments_Health.485,MARRIOTTS RIDGE HIGH SCHOOL,12100 WOODFORD DR,Marriottsville,MD,21104,,,POINT (1330935.0595807752 602791.7604741575)
Food_Establishments_Health.486,CARRYOUT MENU INC.,6440 DOBBIN RD,Columbia,MD,21045,,UNIT A,POINT (1362757.5916454939 556409.4849282121)
Food_Establishments_Health.487,COZY CAFÉ,10440 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,,POINT (1351682.8915897522 562911.0166461451)
Food_Establishments_Health.488,HEALTHY ISLAND,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,,SPACE 5604,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.489,DUNKIN DONUTS   BASKIN ROBBINS,7916 DORSEY RUN RD,JESSUP,MD,20794,,,POINT (1374928.3185427238 541842.4248459075)
Food_Establishments_Health.490,HUNTINGTON DELI,7635 MURRAY HILL RD,COLUMBIA,MD,21046,,,POINT (1355046.1867732988 544535.2267066637)
Food_Establishments_Health.491,WAY STATION,9030 RT 108,COLUMBIA,MD,21045,,STE A,POINT (1362110.2187821104 568656.0118126103)
Food_Establishments_Health.492,CHOPSTIXX,7260 MONTGOMERY  RD,ELKRIDGE,MD,21075,,D,POINT (1389066.0404737701 561380.9690287085)
Food_Establishments_Health.493,LA PALAPA TOO,7500 MONTPELIER RD # 101 & 102,LAUREL,MD,20723,,,POINT (1342955.0644957977 544090.9626892061)
Food_Establishments_Health.494,BAGEL BIN & DELI,8630 GUILFORD RD,Columbia,MD,21046,,,POINT (1350561.4029765124 547425.5767965268)
Food_Establishments_Health.495,BOARDWALK FRIES,9220 RUMSEY RD,Columbia,MD,21045,,STE 101,POINT (1362739.1538107772 571259.8438042579)
Food_Establishments_Health.496,ELTERNHAUS INC,4201 LINTHICUM RD,DAYTON,MD,21036,21036,,POINT (1313599.397650546 579386.5389536418)
Food_Establishments_Health.497,SUBWAY,6030 DAYBREAK CIR,CLARKSVILLE,MD,21029,,,POINT (1330669.0279655783 562295.5441634617)
Food_Establishments_Health.498,CONVENIENCE CATERING,2210 FAIRGROUNDS RD,WEST FRIENDSHIP,MD,21794,,,POINT (1321511.277392279 598764.4105767695)
Food_Establishments_Health.499,CHICK N FRIENDS,8775 CLOUDLEAP CT,COLUMBIA,MD,21045,,,POINT (1364498.6500380207 560935.8270191215)
Food_Establishments_Health.500,YAMAHAMA JAPANESE RESTAURANT,10775 BIRMINGHAM WAY,WOODSTOCK,MD,21163,,STE # 7,POINT (1343829.2519926003 597621.557488382)
Food_Establishments_Health.501,SLEEP INN,8145 WASHINGTON BLVD,Jessup,MD,20794,,,POINT (1371322.9901955163 545115.2868401296)
Food_Establishments_Health.502,THE CHEESECAKE FACTORY,10300 LITTLE PATUXENT PKWY,COLUMBIA,MD,21046,,SPACE 3070,POINT (1351971.1656722263 564203.7137246106)
Food_Establishments_Health.503,PEI WEI ASIAN DINER,6478 DOBBIN CENTER WAY,Columbia,MD,21045,,STE A,POINT (1363594.0254807337 557976.4082150819)
Food_Establishments_Health.504,KOKO FOOD MART,7185 COLUMBIA GATEWAY DR,COLUMBIA,MD,21046,,,POINT (1367592.1089738098 552472.8608841916)
Food_Establishments_Health.505,SERGIO DURAN REYES @ FLEA MKT.,7540 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.506,BALTIMORE AIR COIL,7600 DORSEY RUN RD,JESSUP,MD,20794,,,POINT (1376622.2580243081 544387.7240289308)
Food_Establishments_Health.507,LETS DISH!,6925 OAKLAND MILLS RD,COLUMBIA,MD,21045,,STE G,POINT (1361631.1277435212 551402.0031504118)
Food_Establishments_Health.508,NEW  WORLD DELI,6810 DEERPATH RD,ELKRIDGE,MD,21075,,,POINT (1382410.8601331986 553106.7712015916)
Food_Establishments_Health.509,HARVEST FRIED CHICKEN,710 LISBON CENTER DR,Woodbine,MD,21797,,,POINT (1293357.8744361682 612761.9464311607)
Food_Establishments_Health.510,VOCELLI PIZZA,3355 SAINT JOHNS LN,ELLICOTT CITY,MD,21042,,STE E,POINT (1361832.7732692317 586802.9384703711)
Food_Establishments_Health.511,WOODBINE INN,401 WOODBINE RD,WOODBINE,MD,21797,21797,,POINT (1294570.6742308615 616561.8963670437)
Food_Establishments_Health.512,SUBWAY,8300 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21043,,,POINT (1369080.8909611662 591091.9300223093)
Food_Establishments_Health.513,SUBWAY @ COLUMBIA MOBIL,7248 CRADLEROCK WAY,COLUMBIA,MD,21045,,,POINT (1356059.6823546267 553436.3109141459)
Food_Establishments_Health.514,LIFE TIME FITNESS LIFE CAFÉ,7220 LEE DEFOREST DR,COLUMBIA,MD,21046,,,POINT (1363116.9830904466 549251.5077615588)
Food_Establishments_Health.515,LIFE TIME FITNESS BISTRO,7220 LEE DEFOREST DR,COLUMBIA,MD,21046,,,POINT (1363116.9830904466 549251.5077615588)
Food_Establishments_Health.516,FABIOLAS FOOD DELIGHT,7540 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1377128.8594829508 551056.6595795291)
Food_Establishments_Health.517,ACE SUSHI @ GIANT STORE #348,6050 DAYBREAK CIR,CLARKSVILLE,MD,21029,,,POINT (1330508.648069948 562620.1085872828)
Food_Establishments_Health.518,ACE SUSHI @ GIANT STORE #300,8805 CENTRE PARK DR,COLUMBIA,MD,21045,,,POINT (1364122.2840785673 568610.0635578404)
Food_Establishments_Health.519,ELLICOTT CITY EXXON,4235 MONTGOMERY RD,ELLICOTT CITY,MD,21043,,,POINT (1363746.7961112428 578663.951431176)
Food_Establishments_Health.520,CAFÉ BAGEL,6010 MARSHALEE DR,ELKRIDGE,MD,21075,,,POINT (1374887.0529126439 562122.8723780203)
Food_Establishments_Health.521,SWEET CASCADES,8167 MAIN ST,ELLICOTT CITY,MD,21043,,STE 102,POINT (1369714.5086145233 583007.0858310917)
Food_Establishments_Health.522,PACHANGA COCINA MEXICANA,10291 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1349651.5104664494 587472.2611369888)
Food_Establishments_Health.523,FULTON WINE INC.,11845 SCAGGSVILLE RD,Fulton,MD,20759,,,POINT (1333766.5841979708 541036.7207351953)
Food_Establishments_Health.524,DOLLAR SHOP,7260 MONTGOMERY RD,Elkridge,MD,21075,,STE 1,POINT (1389066.0404737701 561380.9690287085)
Food_Establishments_Health.525,HARPERS CHOICE LIQUORS,5485 HARPERS FARM RD,COLUMBIA,MD,21044,21044,,POINT (1343555.903776325 566670.5789440775)
Food_Establishments_Health.526,ROUNDABOUT FINE WINE & SPIRITS,8305 ICE CRYSTAL DR,LAUREL,MD,20723,,,POINT (1341331.6570486056 537971.0648835029)
Food_Establishments_Health.527,LYNDWOOD SQUARE WINE & SPIRITS,6010 MARSHALEE DR,ELKRIDGE,MD,21075,,,POINT (1374887.0529126439 562122.8723780203)
Food_Establishments_Health.528,YOUR WINE & SPIRITS,10805 BIRMINGHAM WAY,Woodstock,MD,21163,,STE #28,POINT (1343328.5038148202 597603.9976457948)
Food_Establishments_Health.529,JESSUP DISCOUNT LIQUORS,7880 WASHINGTON BLVD,Elkridge,MD,21075,,STE F,POINT (1373373.687145665 548846.4607258792)
Food_Establishments_Health.530,RICHBURN LIQUORS,6030 FORELAND GARTH,COLUMBIA,MD,21045,,,POINT (1364705.8561805505 561008.4077018155)
Food_Establishments_Health.531,JASONS WINE & SPIRITS,9339 BALTIMORENATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1359229.5266056703 586556.8080101063)
Food_Establishments_Health.532,ALLVIEW LIQUORS,9495 OLD ANNAPOLIS RD,ELLICOTT CITY,MD,21042,,,POINT (1357637.7268751352 573232.9847829797)
Food_Establishments_Health.533,OWEN BROWN WINE & SPIRITS INC,7180 CRADLEROCK WAY,COLUMBIA,MD,21045,21045,,POINT (1357130.5400884065 553710.5371225503)
Food_Establishments_Health.534,TOUCHE TOUCHET BAKERY,10400 SHAKER DR,COLUMBIA,MD,21046,,,POINT (1348888.535306033 552797.4253080128)
Food_Establishments_Health.535,PHO DAT THANH,9400 SNOWDEN RIVER PKWY #124,COLUMBIA,MD,21045,,,POINT (1358484.6966159274 549984.0458614905)
Food_Establishments_Health.536,STARBUCKS @ GIANT FOOD #344,6020 MARSHALEE DR,Elkridge,MD,21075,,,POINT (1375079.9185170606 562041.2191099895)
Food_Establishments_Health.537,AN LOI,7104 MINSTREL WAY,COLUMBIA,MD,21045,,,POINT (1356989.4760196223 550275.5392484391)
Food_Establishments_Health.538,KATANA RESTAURANT,6343 TEN OAKS RD,CLARKSVILLE,MD,21029,,,POINT (1327821.699490054 560812.9081210106)
Food_Establishments_Health.539,SHANGRI-LA ASSISTED LIVING,4475 MONTGOMERY RD,Ellicott City,MD,21043,,,POINT (1366645.6334583564 576270.2522224894)
Food_Establishments_Health.540,LISBON LIQUORS,16109 FREDERICK ROAD,LISBON,MD,21765,,,POINT (1291233.4261471527 608357.6452462327)
Food_Establishments_Health.541,MAPLE LAWN MARKET,8181 MAPLE LAWN BLVD,FULTON,MD,20759,,,POINT (1339215.9886808838 539187.3766467137)
Food_Establishments_Health.542,JOHNS HOPKINS EXXON,7570 MONTPELIER RD,Laurel,MD,20723,,,POINT (1342800.2452169866 543804.1519269475)
Food_Establishments_Health.543,SNOWBALLS,12260 CLARKSVILLE PK,Clarksville,MD,21029,,,POINT (1329391.256753312 562357.5889406033)
Food_Establishments_Health.544,NORMANDY WINE & SPIRITS,8450 BALTIMORE NATIONAL PK,Ellicott City,MD,21043,,,POINT (1367060.9237355452 590033.0715142975)
Food_Establishments_Health.545,JOHNNYS BISTRO ON MAIN,8167 MAIN ST,ELLICOTT CITY,MD,21043,,,POINT (1369714.5086145233 583007.0858310917)
Food_Establishments_Health.546,TROY FARMS LIQUORS,6161 MEADOWRIDGE RD,ELKRIDGE,MD,21075,,,POINT (1374547.5626226235 559167.8435346276)
Food_Establishments_Health.547,STARBUCKS #10641,7090 DEEPAGE DR,COLUMBIA,MD,21044,,,POINT (1357860.1515479072 549770.6937740553)
Food_Establishments_Health.548,ROYAL FARMS #54,8268 LARK BROWN RD,ELKRIDGE,MD,21075,,,POINT (1370210.8668316565 554507.4613119687)
Food_Establishments_Health.549,ROYAL PIZZA,9400 SNOWDEN RIVER PKWY,COLUMBIA,MD,21046,,,POINT (1358484.6966159274 549984.0458614905)
Food_Establishments_Health.550,DECANTER FINE WINES,6420 FREETOWN RD,COLUMBIA,MD,21044,,,POINT (1345362.5189145112 556584.7906900416)
Food_Establishments_Health.551,GAME SPORTS BAR & GRILL LLC.,11200 SCAGGSVILLE RD,Laurel,MD,20723,,,POINT (1340588.5830431213 539202.8878409992)
Food_Establishments_Health.552,PINE ORCHARD MART,10193 BALTIMORE NATIONAL PK,ELLICOTT CITY,MD,21042,,,POINT (1350935.134959578 587362.8047848615)
Food_Establishments_Health.553,PAPA JOHNS 1728,8851 GORMAN RD  SUITE #300,LAUREL,MD,20723,,,POINT (1363332.0911621405 533151.4734213862)
Food_Establishments_Health.554,Q DOBA MEXICAN GRILL,6476 DOBBIN CENTRE WAY,COLUMBIA,MD,21045,,,POINT (1363366.3328551857 558202.6375204144)
Food_Establishments_Health.555,DAYTON OAKS ELEMENTARY SCHOOL,4691 TEN OAKS RD,DAYTON,MD,21036,,,POINT (1316976.4480441192 573337.1731823308)
Food_Establishments_Health.556,GREAT WALL RESTAURANT,6325 WASHINGTON BLVD,ELKRIDGE,MD,21075,,,POINT (1389291.3917869732 560533.4139598302)
Food_Establishments_Health.557,LAKEVIEW DELI,9861 BROKENLAND PKWY,COLUMBIA,MD,21044,,,POINT (1354601.0447637117 552357.2585871588)
Food_Establishments_Health.558,DOBBIN CENTER CROWN,6345 DOBBIN RD,COLUMBIA,MD,21045,,,POINT (1363267.997736697 557252.6500364437)
